response_id,readiness_index,practice_completion_rate,growth_points,assessment_form
relationship_response_3592,59.2,0.455,18.4,Form B
relationship_response_3593,55.1,0.685,15.2,Form A
relationship_response_3594,82.3,0.751,45.1,Form B
relationship_response_3595,75.6,0.697,31.4,Form C
relationship_response_3596,84.7,0.547,30.2,Form A
relationship_response_3597,84.3,0.875,40.4,Form B
relationship_response_3598,53.5,0.317,-3.7,Form A
relationship_response_3599,67.9,0.752,23.4,Form C
relationship_response_3600,43.2,0.473,-0.6,Form A
relationship_response_3601,68.8,0.692,20.2,Form C
relationship_response_3602,54,0.679,21.5,Form C
relationship_response_3603,27.9,0.381,4.7,Form B
relationship_response_3604,75.5,0.694,39.5,Form B
relationship_response_3605,87.7,0.795,30.1,Form C
relationship_response_3606,25.8,0.119,4.7,Form C
relationship_response_3607,76.1,0.6,13.2,Form C
relationship_response_3608,39,0.141,-1.6,Form C
relationship_response_3609,64.3,0.46,21.7,Form C
relationship_response_3610,80.3,0.697,28.7,Form B
relationship_response_3611,10.3,0.29,-0.5,Form C
relationship_response_3612,48.4,0.737,-0.3,Form A
relationship_response_3613,88.7,0.384,39.3,Form B
relationship_response_3614,86,0.79,52,Form B
relationship_response_3615,79.5,0.682,25.3,Form C
relationship_response_3616,42.2,0.361,12.9,Form C
relationship_response_3617,76.5,0.361,28.9,Form C
relationship_response_3618,88.9,0.854,45.1,Form A
relationship_response_3619,63.7,0.557,0.4,Form C
relationship_response_3620,73.4,0.735,9,Form C
relationship_response_3621,84.5,0.78,33.4,Form C
relationship_response_3622,69.6,0.212,15.9,Form C
relationship_response_3623,72.1,0.372,18.2,Form C
relationship_response_3624,58.3,0.366,-0.7,Form C
relationship_response_3625,60.9,0.387,19.6,Form A
relationship_response_3626,28.9,0.215,-4.4,Form A
relationship_response_3627,69.4,0.541,14.9,Form A
relationship_response_3628,75.6,0.48,27.2,Form B
relationship_response_3629,81.2,0.933,51.3,Form A
relationship_response_3630,73.9,0.639,22.3,Form C
relationship_response_3631,74.1,0.626,31.5,Form C
relationship_response_3632,81.8,0.714,35.1,Form B
relationship_response_3633,75.8,0.691,16.5,Form A
relationship_response_3634,78.4,0.692,21.7,Form B
relationship_response_3635,33.5,0.461,5.3,Form C
relationship_response_3636,43,0.309,8.2,Form B
relationship_response_3637,58.9,0.379,8.2,Form A
relationship_response_3638,29.3,0.24,6.1,Form A
relationship_response_3639,30.6,0.281,2.4,Form A
relationship_response_3640,34.4,0.161,9.7,Form C
relationship_response_3641,30.1,0.246,-0.6,Form A
relationship_response_3642,89.1,0.93,27.3,Form C
relationship_response_3643,44.5,0.318,-0,Form C
relationship_response_3644,39.3,0.421,5.6,Form B
relationship_response_3645,75.6,0.777,22.5,Form A
relationship_response_3646,53.9,0.646,16.6,Form C
relationship_response_3647,49.1,0.812,5.3,Form A
relationship_response_3648,90.5,0.576,29.9,Form A
relationship_response_3649,72.4,0.336,5.1,Form C
relationship_response_3650,72,0.395,26.3,Form B
relationship_response_3651,71.3,0.735,18.2,Form B
relationship_response_3652,78.9,0.408,10.3,Form C
relationship_response_3653,77.9,0.351,25,Form A
relationship_response_3654,83.5,0.898,40.1,Form C
relationship_response_3655,78.8,0.583,12.6,Form C
relationship_response_3656,36.6,0.236,13.1,Form B
relationship_response_3657,71.2,0.415,14.4,Form B
relationship_response_3658,87.3,0.676,33.5,Form B
relationship_response_3659,65.7,0.423,21.3,Form A
relationship_response_3660,80.9,0.543,23.6,Form C
relationship_response_3661,81.9,0.428,26.1,Form A
relationship_response_3662,53.3,0.723,13.1,Form C
relationship_response_3663,15.2,0.198,4.3,Form C
relationship_response_3664,55.2,0.614,12.6,Form A
relationship_response_3665,79.1,0.36,35.7,Form C
relationship_response_3666,34.2,0.222,-1.6,Form C
relationship_response_3667,78.5,0.643,34.2,Form A
relationship_response_3668,85.1,0.923,39.5,Form C
relationship_response_3669,58.7,0.503,11.5,Form B
relationship_response_3670,61,0.322,9.3,Form A
relationship_response_3671,27.3,0.166,1.9,Form B
relationship_response_3672,68,0.871,11.7,Form C
relationship_response_3673,38.7,0.092,6.9,Form A
relationship_response_3674,53.8,0.508,19.4,Form B
relationship_response_3675,36,0.067,1.1,Form C
relationship_response_3676,60.8,0.279,14.6,Form C
relationship_response_3677,61.2,0.339,9.9,Form C
relationship_response_3678,25.5,0.196,-3.9,Form A
relationship_response_3679,68.7,0.462,10.9,Form B
relationship_response_3680,62.6,0.841,16.9,Form C
relationship_response_3681,56.8,0.409,32.4,Form B
relationship_response_3682,56.4,0.852,14.7,Form B
relationship_response_3683,54,0.597,23.3,Form A
relationship_response_3684,82.3,0.25,38.2,Form A
relationship_response_3685,20.6,0.394,-7.4,Form B
relationship_response_3686,65.9,0.615,13.7,Form A
relationship_response_3687,46.8,0.496,22.1,Form A
relationship_response_3688,80.1,0.417,15.9,Form C
relationship_response_3689,42.3,0.356,6.5,Form A
relationship_response_3690,61.8,0.699,17.8,Form C
relationship_response_3691,70.1,0.718,20.6,Form C
relationship_response_3692,72.2,0.696,15.6,Form C
relationship_response_3693,51.5,0.492,6.2,Form C
relationship_response_3694,75.8,0.817,34.6,Form B
relationship_response_3695,71,0.688,12,Form C
relationship_response_3696,78.7,0.826,43.7,Form C
relationship_response_3697,61.3,0.363,2.9,Form A
relationship_response_3698,62.8,0.407,10.8,Form B
relationship_response_3699,79.9,0.837,32.3,Form B
relationship_response_3700,52.6,0.316,-2.3,Form C
relationship_response_3701,33.8,0.445,3.7,Form C
relationship_response_3702,28.2,0.133,2.7,Form C
relationship_response_3703,6.2,0.256,-22,Form A
relationship_response_3704,34,0.247,-4.8,Form C
relationship_response_3705,85.6,0.766,40,Form B
relationship_response_3706,55.2,0.216,-3.9,Form B
relationship_response_3707,51.1,0.39,0.4,Form C
relationship_response_3708,57.2,0.227,5.2,Form B
relationship_response_3709,65,0.705,14.5,Form A
relationship_response_3710,50.3,0.322,1.3,Form C
relationship_response_3711,59,0.23,24.4,Form C
relationship_response_3712,82.3,0.508,35.8,Form C
relationship_response_3713,58.3,0.603,28.3,Form C
relationship_response_3714,5.3,0.137,-7.3,Form B
relationship_response_3715,39.8,0.237,-0.2,Form C
relationship_response_3716,53.9,0.383,35,Form A
relationship_response_3717,54.5,0.691,11.1,Form A
relationship_response_3718,68.3,0.571,26.2,Form B
relationship_response_3719,17.5,0.218,14.4,Form B
relationship_response_3720,67.7,0.587,23,Form C
relationship_response_3721,63.5,0.92,16.7,Form A
relationship_response_3722,80.9,0.543,21.7,Form B
relationship_response_3723,50.9,0.516,12.4,Form A
relationship_response_3724,26.3,0.047,1.1,Form C
relationship_response_3725,42.5,0.413,0.8,Form C
relationship_response_3726,37,0.215,-8.7,Form B
relationship_response_3727,86.5,0.848,25.6,Form A
relationship_response_3728,55.5,0.696,16.2,Form C
relationship_response_3729,21.8,0.54,11.3,Form A
relationship_response_3730,36.9,0.655,12.9,Form B
relationship_response_3731,39.7,0.705,13.4,Form B
relationship_response_3732,40.9,0.164,-9.1,Form A
relationship_response_3733,81.8,0.485,37.3,Form A
relationship_response_3734,84.7,0.439,40.6,Form A
relationship_response_3735,75.3,0.84,21.1,Form B
relationship_response_3736,32,0.23,-5.8,Form A
relationship_response_3737,12.6,0.276,3.6,Form A
relationship_response_3738,55.2,0.45,10.4,Form C
relationship_response_3739,64.9,0.345,23.7,Form C
relationship_response_3740,43.3,0.16,-2.7,Form C
relationship_response_3741,67.3,0.722,14.6,Form B
relationship_response_3742,53.8,0.603,8.1,Form B
relationship_response_3743,76.1,0.744,18.5,Form A
relationship_response_3744,82.1,0.773,25,Form C
relationship_response_3745,62.3,0.636,8.4,Form C
relationship_response_3746,37.5,0.633,5.8,Form A
relationship_response_3747,58.6,0.483,10.6,Form C
relationship_response_3748,39.7,0.221,9.4,Form B
relationship_response_3749,80.4,0.563,43.7,Form C
relationship_response_3750,76.7,0.748,26.5,Form B
relationship_response_3751,43.5,0.277,13.2,Form A
relationship_response_3752,82.5,0.376,37.6,Form B
relationship_response_3753,17,0.291,-0.6,Form C
relationship_response_3754,52.2,0.196,-0.4,Form B
relationship_response_3755,67.3,0.285,15.2,Form C
relationship_response_3756,50.9,0.643,4.9,Form B
relationship_response_3757,78.9,0.519,36.4,Form A
relationship_response_3758,38.1,0.104,1.9,Form B
relationship_response_3759,52,0.283,-11.3,Form C
relationship_response_3760,16.2,0.079,3.4,Form B
relationship_response_3761,55.1,0.264,7.8,Form C
relationship_response_3762,49.9,0.615,13.1,Form A
relationship_response_3763,55.7,0.208,23,Form C
relationship_response_3764,35,0.448,16.5,Form C
relationship_response_3765,17.8,0.195,-1,Form B
relationship_response_3766,96.8,0.884,47.2,Form C
relationship_response_3767,67.7,0.8,8.7,Form B
relationship_response_3768,12.3,0.367,-8.4,Form A
relationship_response_3769,58.1,0.376,24.5,Form B
relationship_response_3770,63.4,0.282,17.6,Form C
relationship_response_3771,86.4,0.791,23.7,Form C
relationship_response_3772,24,0.158,1,Form B
relationship_response_3773,73.5,0.602,20.2,Form A
relationship_response_3774,65.9,0.483,19.4,Form A
relationship_response_3775,75.2,0.621,13.3,Form A
relationship_response_3776,73.9,0.448,19,Form A
relationship_response_3777,61.9,0.492,8.7,Form B
relationship_response_3778,35.9,0.521,6.9,Form A
relationship_response_3779,94,0.827,39.2,Form B
relationship_response_3780,39.9,0.108,4.5,Form C
relationship_response_3781,59,0.236,14.1,Form A
relationship_response_3782,83.7,0.766,36.5,Form B
relationship_response_3783,64.1,0.555,11,Form C
relationship_response_3784,53.7,0.486,4.1,Form C
relationship_response_3785,70.7,0.396,30.8,Form B
relationship_response_3786,67.6,0.791,33.9,Form A
relationship_response_3787,10.7,0.078,-12.3,Form C
relationship_response_3788,82.7,0.8,21.6,Form C
relationship_response_3789,40.8,0.596,16.7,Form C
relationship_response_3790,58.2,0.442,8.8,Form B
relationship_response_3791,49.7,0.224,-10.9,Form A
relationship_response_3792,74.6,0.442,23.6,Form C
relationship_response_3793,14.8,0.153,-9.3,Form A
relationship_response_3794,12.6,0.152,-7.3,Form C
relationship_response_3795,79.5,0.531,39.4,Form B
relationship_response_3796,80,0.772,23.2,Form B
relationship_response_3797,34,0.259,16.4,Form A
relationship_response_3798,57.9,0.374,-12.1,Form B
relationship_response_3799,77.1,0.718,14.4,Form C
relationship_response_3800,45.7,0.625,2.9,Form C
relationship_response_3801,60,0.223,14,Form C
relationship_response_3802,64.3,0.288,5.2,Form A
relationship_response_3803,63.6,0.403,16.4,Form C
relationship_response_3804,63.6,0.53,9.5,Form A
relationship_response_3805,63.3,0.446,-1.7,Form B
relationship_response_3806,79.5,0.453,29.9,Form B
relationship_response_3807,88.9,0.74,24.4,Form C
relationship_response_3808,40.9,0.656,-2.7,Form A
relationship_response_3809,50.9,0.637,33.5,Form B
relationship_response_3810,72.4,0.22,30.9,Form C
relationship_response_3811,79.4,0.869,51.6,Form A
relationship_response_3812,10.8,0.115,-6.8,Form C
relationship_response_3813,76.3,0.686,13,Form C
relationship_response_3814,53.8,0.241,17.7,Form C
relationship_response_3815,68,0.613,15.5,Form C
relationship_response_3816,68.3,0.247,21,Form B
relationship_response_3817,69.9,0.387,12.9,Form A
relationship_response_3818,73.1,0.165,22,Form C
relationship_response_3819,60.7,0.493,12.7,Form B
relationship_response_3820,81.3,0.468,28.7,Form B
relationship_response_3821,92.7,0.831,28.4,Form C
relationship_response_3822,53.9,0.199,-13.7,Form A
relationship_response_3823,11.9,0.244,-3.7,Form C
relationship_response_3824,14.5,0.157,-1.4,Form C
relationship_response_3825,92.1,0.734,42.1,Form C
relationship_response_3826,22.8,0.187,-8.7,Form B
relationship_response_3827,55,0.825,36,Form A
relationship_response_3828,61.1,0.664,21.6,Form A
relationship_response_3829,20.8,0.16,8,Form A
relationship_response_3830,22.4,0.254,17.5,Form B
relationship_response_3831,30.4,0.216,8.9,Form B
relationship_response_3832,75.2,0.733,21.5,Form C
relationship_response_3833,45.1,0.102,-7.4,Form A
relationship_response_3834,57.6,0.365,14.4,Form B
relationship_response_3835,45.4,0.111,14.8,Form A
relationship_response_3836,79.9,0.498,30.6,Form C
relationship_response_3837,51.5,0.265,6.2,Form B
relationship_response_3838,46.6,0.136,4.7,Form B
relationship_response_3839,8.6,0.122,-1,Form B
relationship_response_3840,53.7,0.541,11.6,Form C
relationship_response_3841,37.2,0.441,8.7,Form C
relationship_response_3842,65.3,0.245,18.6,Form A
relationship_response_3843,47.6,0.445,19.2,Form A
relationship_response_3844,47.6,0.364,26.8,Form C
relationship_response_3845,85.8,0.78,37.6,Form C
relationship_response_3846,40.4,0.314,5,Form B
relationship_response_3847,42,0.554,1.7,Form B
relationship_response_3848,77.2,0.78,34.8,Form C
relationship_response_3849,68.7,0.461,30.3,Form C
relationship_response_3850,51.9,0.613,6.7,Form C
relationship_response_3851,38.6,0.652,18.1,Form C
relationship_response_3852,81.3,0.722,20.5,Form A
relationship_response_3853,85.5,0.903,33.4,Form B
relationship_response_3854,70.1,0.625,22.5,Form C
relationship_response_3855,76,0.446,24.5,Form C
relationship_response_3856,59.6,0.29,-2.3,Form B
relationship_response_3857,71.2,0.694,2.9,Form C
relationship_response_3858,44.4,0.611,17.9,Form B
relationship_response_3859,59.8,0.446,4.2,Form C
relationship_response_3860,48.3,0.267,8.3,Form C
relationship_response_3861,85.3,0.915,31.1,Form B
relationship_response_3862,84.9,0.656,29.3,Form B
relationship_response_3863,28.4,0.178,-2.4,Form A
relationship_response_3864,44,0.547,-5.2,Form C
relationship_response_3865,75.4,0.736,20.7,Form A
relationship_response_3866,72.9,0.531,27,Form B
relationship_response_3867,67,0.759,12.6,Form B
relationship_response_3868,10.3,0.429,4.2,Form A
relationship_response_3869,84.2,0.568,20.1,Form C
relationship_response_3870,93.3,0.41,36.8,Form C
relationship_response_3871,61.4,0.559,3.4,Form A
relationship_response_3872,76.8,0.715,20.3,Form A
relationship_response_3873,11.7,0.039,-3,Form C
relationship_response_3874,54.4,0.511,6.2,Form B
relationship_response_3875,75.8,0.501,37.9,Form A
relationship_response_3876,35.8,0.326,5,Form C
relationship_response_3877,83.7,0.914,36,Form A
relationship_response_3878,68.8,0.616,14.2,Form C
relationship_response_3879,43.7,0.431,20.8,Form A
relationship_response_3880,78.6,0.777,24.4,Form C
relationship_response_3881,67,0.423,16.5,Form A
relationship_response_3882,62.7,0.788,25.4,Form A
relationship_response_3883,61,0.425,14.3,Form C
relationship_response_3884,14.5,0.121,-2.8,Form A
relationship_response_3885,66.9,0.558,22.9,Form C
relationship_response_3886,84.5,0.818,24.8,Form B
relationship_response_3887,72.4,0.701,30.2,Form B
relationship_response_3888,50.1,0.304,1.4,Form A
relationship_response_3889,39.7,0.675,-1.8,Form A
relationship_response_3890,74,0.57,11.8,Form A
relationship_response_3891,72,0.314,17.9,Form A
relationship_response_3892,21.4,0.095,11.1,Form B
relationship_response_3893,68.2,0.329,12.1,Form B
relationship_response_3894,66.5,0.645,21.3,Form C
relationship_response_3895,73.7,0.715,33.8,Form C
relationship_response_3896,74.7,0.604,33.2,Form C
relationship_response_3897,82.5,0.801,28.5,Form B
relationship_response_3898,15.5,0.344,-9.3,Form B
relationship_response_3899,48.2,0.55,3.4,Form C
relationship_response_3900,36.1,0.464,17.3,Form A
relationship_response_3901,83.7,0.472,35.3,Form A
relationship_response_3902,69.6,0.608,19.1,Form B
relationship_response_3903,29.9,0.058,-3.5,Form A
relationship_response_3904,94.4,0.749,42.4,Form C
relationship_response_3905,23.8,0.339,-10.5,Form A
relationship_response_3906,55.5,0.743,5.5,Form C
relationship_response_3907,86.4,0.48,25,Form A
relationship_response_3908,70.6,0.633,19.8,Form A
relationship_response_3909,25.1,0.583,8.7,Form A
relationship_response_3910,9.4,0.116,-2.3,Form C
relationship_response_3911,13.3,0.08,-22,Form B
relationship_response_3912,73.1,0.804,28,Form A
relationship_response_3913,64.7,0.192,5.6,Form B
relationship_response_3914,86.6,0.535,29.6,Form B
relationship_response_3915,37,0.264,6.4,Form C
relationship_response_3916,66.7,0.714,25.8,Form B
relationship_response_3917,48.8,0.559,13.8,Form C
relationship_response_3918,49.3,0.466,20.7,Form B
relationship_response_3919,21.5,0.133,4.7,Form A
relationship_response_3920,35.6,0.358,3.9,Form A
relationship_response_3921,35.3,0.262,11.3,Form C
relationship_response_3922,71.5,0.325,27.1,Form A
relationship_response_3923,33.3,0.467,20.3,Form C
relationship_response_3924,86.7,0.688,30.4,Form B
relationship_response_3925,58.4,0.174,16.1,Form C
relationship_response_3926,39,0.211,10.2,Form B
relationship_response_3927,68.3,0.518,29.4,Form C
relationship_response_3928,41.7,0.343,-7,Form C
relationship_response_3929,67.1,0.471,16.8,Form C
relationship_response_3930,70.6,0.296,20.1,Form A
relationship_response_3931,44.2,0.181,8.2,Form A
relationship_response_3932,10.2,0.277,-10.3,Form B
relationship_response_3933,77.4,0.735,26.6,Form B
relationship_response_3934,74.9,0.635,28.3,Form B
relationship_response_3935,77.7,0.604,20.6,Form B
relationship_response_3936,59.3,0.481,25.1,Form C
relationship_response_3937,26.7,0.364,10.4,Form B
relationship_response_3938,76.1,0.438,32.6,Form C
relationship_response_3939,23,0.212,-4.8,Form C
relationship_response_3940,48.3,0.164,-0.9,Form A
