case_id,task_family,predicted_mastery_probability,true_mastery_probability,observed_mastery
calibration_case_2077,Conceptual explanation,0.3517,0.3332,0
calibration_case_2078,Multi-step modeling,0.4385,0.3618,0
calibration_case_2079,Procedural fluency,0.548,0.5154,0
calibration_case_2080,Procedural fluency,0.6775,0.6279,1
calibration_case_2081,Conceptual explanation,0.3326,0.3176,0
calibration_case_2082,Multi-step modeling,0.3491,0.2925,0
calibration_case_2083,Procedural fluency,0.6519,0.6052,0
calibration_case_2084,Procedural fluency,0.2497,0.2642,0
calibration_case_2085,Procedural fluency,0.6411,0.5956,0
calibration_case_2086,Conceptual explanation,0.0614,0.0779,0
calibration_case_2087,Conceptual explanation,0.2069,0.2127,0
calibration_case_2088,Procedural fluency,0.2836,0.2935,1
calibration_case_2089,Procedural fluency,0.7537,0.6984,1
calibration_case_2090,Procedural fluency,0.4405,0.4253,1
calibration_case_2091,Conceptual explanation,0.8843,0.8218,1
calibration_case_2092,Procedural fluency,0.5425,0.5108,1
calibration_case_2093,Conceptual explanation,0.3437,0.3266,1
calibration_case_2094,Multi-step modeling,0.2009,0.1795,0
calibration_case_2095,Conceptual explanation,0.2114,0.2165,1
calibration_case_2096,Procedural fluency,0.8446,0.7895,1
calibration_case_2097,Multi-step modeling,0.4535,0.3736,1
calibration_case_2098,Procedural fluency,0.6853,0.635,0
calibration_case_2099,Procedural fluency,0.6703,0.6215,0
calibration_case_2100,Procedural fluency,0.5047,0.479,0
calibration_case_2101,Procedural fluency,0.7239,0.6703,0
calibration_case_2102,Procedural fluency,0.7344,0.6801,1
calibration_case_2103,Procedural fluency,0.0441,0.0639,0
calibration_case_2104,Procedural fluency,0.5743,0.5378,1
calibration_case_2105,Procedural fluency,0.4687,0.4489,0
calibration_case_2106,Multi-step modeling,0.5581,0.4591,1
calibration_case_2107,Conceptual explanation,0.3364,0.3207,1
calibration_case_2108,Procedural fluency,0.7269,0.6731,1
calibration_case_2109,Conceptual explanation,0.8039,0.732,0
calibration_case_2110,Multi-step modeling,0.667,0.5556,0
calibration_case_2111,Procedural fluency,0.1362,0.1609,0
calibration_case_2112,Procedural fluency,0.8197,0.7635,1
calibration_case_2113,Procedural fluency,0.7392,0.6847,0
calibration_case_2114,Procedural fluency,0.9568,0.9243,1
calibration_case_2115,Procedural fluency,0.3503,0.35,0
calibration_case_2116,Procedural fluency,0.7552,0.6998,1
calibration_case_2117,Multi-step modeling,0.3349,0.2816,1
calibration_case_2118,Procedural fluency,0.5701,0.5342,1
calibration_case_2119,Conceptual explanation,0.309,0.2982,0
calibration_case_2120,Multi-step modeling,0.1047,0.1031,0
calibration_case_2121,Conceptual explanation,0.2787,0.2731,0
calibration_case_2122,Conceptual explanation,0.7217,0.6503,0
calibration_case_2123,Conceptual explanation,0.3985,0.3715,0
calibration_case_2124,Conceptual explanation,0.6358,0.5715,0
calibration_case_2125,Multi-step modeling,0.5585,0.4595,0
calibration_case_2126,Conceptual explanation,0.4816,0.4398,1
calibration_case_2127,Procedural fluency,0.7341,0.6798,1
calibration_case_2128,Conceptual explanation,0.2113,0.2165,0
calibration_case_2129,Multi-step modeling,0.5285,0.4343,0
calibration_case_2130,Conceptual explanation,0.1128,0.1287,1
calibration_case_2131,Conceptual explanation,0.3957,0.3692,1
calibration_case_2132,Multi-step modeling,0.2522,0.2187,0
calibration_case_2133,Multi-step modeling,0.8704,0.7755,1
calibration_case_2134,Procedural fluency,0.6271,0.5834,0
calibration_case_2135,Conceptual explanation,0.6308,0.5671,1
calibration_case_2136,Multi-step modeling,0.4233,0.3498,1
calibration_case_2137,Multi-step modeling,0.2445,0.2128,1
calibration_case_2138,Procedural fluency,0.8617,0.808,1
calibration_case_2139,Procedural fluency,0.1324,0.1572,1
calibration_case_2140,Conceptual explanation,0.3123,0.3009,0
calibration_case_2141,Conceptual explanation,0.409,0.3801,0
calibration_case_2142,Procedural fluency,0.6093,0.5679,1
calibration_case_2143,Conceptual explanation,0.194,0.2016,0
calibration_case_2144,Conceptual explanation,0.4793,0.4379,1
calibration_case_2145,Conceptual explanation,0.341,0.3244,0
calibration_case_2146,Conceptual explanation,0.5011,0.4561,0
calibration_case_2147,Multi-step modeling,0.3263,0.275,0
calibration_case_2148,Multi-step modeling,0.4604,0.3791,1
calibration_case_2149,Conceptual explanation,0.8063,0.7346,0
calibration_case_2150,Multi-step modeling,0.6005,0.4955,0
calibration_case_2151,Multi-step modeling,0.2123,0.1883,1
calibration_case_2152,Procedural fluency,0.1959,0.2165,0
calibration_case_2153,Multi-step modeling,0.0816,0.0837,1
calibration_case_2154,Conceptual explanation,0.8,0.728,1
calibration_case_2155,Multi-step modeling,0.3273,0.2758,1
calibration_case_2156,Multi-step modeling,0.3831,0.3186,0
calibration_case_2157,Procedural fluency,0.7363,0.6819,0
calibration_case_2158,Procedural fluency,0.4389,0.424,1
calibration_case_2159,Conceptual explanation,0.473,0.4327,1
calibration_case_2160,Procedural fluency,0.7317,0.6776,0
calibration_case_2161,Procedural fluency,0.76,0.7044,0
calibration_case_2162,Conceptual explanation,0.8079,0.7362,1
calibration_case_2163,Conceptual explanation,0.9373,0.8901,1
calibration_case_2164,Procedural fluency,0.5199,0.4917,0
calibration_case_2165,Conceptual explanation,0.6655,0.5982,1
calibration_case_2166,Conceptual explanation,0.1952,0.2026,0
calibration_case_2167,Conceptual explanation,0.7311,0.6593,0
calibration_case_2168,Multi-step modeling,0.3015,0.2562,0
calibration_case_2169,Procedural fluency,0.3293,0.3324,1
calibration_case_2170,Multi-step modeling,0.8235,0.7178,1
calibration_case_2171,Multi-step modeling,0.6405,0.5312,0
calibration_case_2172,Multi-step modeling,0.2229,0.1964,1
calibration_case_2173,Conceptual explanation,0.2241,0.2273,0
calibration_case_2174,Conceptual explanation,0.7798,0.7072,0
calibration_case_2175,Conceptual explanation,0.2242,0.2275,0
calibration_case_2176,Multi-step modeling,0.6063,0.5007,1
calibration_case_2177,Procedural fluency,0.78,0.7238,1
calibration_case_2178,Procedural fluency,0.5389,0.5078,0
calibration_case_2179,Multi-step modeling,0.5159,0.4239,1
calibration_case_2180,Conceptual explanation,0.6249,0.5619,1
calibration_case_2181,Conceptual explanation,0.4459,0.4103,0
calibration_case_2182,Procedural fluency,0.6967,0.6454,1
calibration_case_2183,Multi-step modeling,0.4346,0.3587,0
calibration_case_2184,Multi-step modeling,0.4156,0.3439,1
calibration_case_2185,Procedural fluency,0.611,0.5694,1
calibration_case_2186,Procedural fluency,0.2235,0.2412,0
calibration_case_2187,Conceptual explanation,0.5572,0.5033,1
calibration_case_2188,Procedural fluency,0.8264,0.7704,1
calibration_case_2189,Procedural fluency,0.5461,0.5138,0
calibration_case_2190,Procedural fluency,0.6905,0.6397,0
calibration_case_2191,Multi-step modeling,0.7104,0.5972,1
calibration_case_2192,Procedural fluency,0.8098,0.7535,1
calibration_case_2193,Conceptual explanation,0.9494,0.9074,1
calibration_case_2194,Conceptual explanation,0.4957,0.4515,0
calibration_case_2195,Procedural fluency,0.6155,0.5733,1
calibration_case_2196,Conceptual explanation,0.0621,0.0787,0
calibration_case_2197,Multi-step modeling,0.2894,0.247,1
calibration_case_2198,Procedural fluency,0.8152,0.759,1
calibration_case_2199,Conceptual explanation,0.1825,0.1916,0
calibration_case_2200,Conceptual explanation,0.4612,0.4229,1
calibration_case_2201,Procedural fluency,0.4561,0.4383,1
calibration_case_2202,Procedural fluency,0.1371,0.1618,0
calibration_case_2203,Procedural fluency,0.4524,0.4353,1
calibration_case_2204,Procedural fluency,0.4216,0.4096,1
calibration_case_2205,Procedural fluency,0.1463,0.1706,0
calibration_case_2206,Multi-step modeling,0.8003,0.6913,1
calibration_case_2207,Conceptual explanation,0.1381,0.1521,0
calibration_case_2208,Multi-step modeling,0.4462,0.3678,0
calibration_case_2209,Multi-step modeling,0.079,0.0814,0
calibration_case_2210,Procedural fluency,0.2904,0.2994,0
calibration_case_2211,Conceptual explanation,0.1294,0.1441,0
calibration_case_2212,Multi-step modeling,0.9228,0.8486,1
calibration_case_2213,Multi-step modeling,0.2742,0.2355,0
calibration_case_2214,Procedural fluency,0.1065,0.1316,1
calibration_case_2215,Conceptual explanation,0.5899,0.5313,0
calibration_case_2216,Procedural fluency,0.548,0.5154,0
calibration_case_2217,Multi-step modeling,0.3884,0.3227,0
calibration_case_2218,Procedural fluency,0.5848,0.5468,1
calibration_case_2219,Conceptual explanation,0.3919,0.3661,1
calibration_case_2220,Conceptual explanation,0.3981,0.3712,1
calibration_case_2221,Procedural fluency,0.9453,0.9084,1
calibration_case_2222,Procedural fluency,0.8192,0.763,1
calibration_case_2223,Conceptual explanation,0.5615,0.5069,1
calibration_case_2224,Conceptual explanation,0.457,0.4195,0
calibration_case_2225,Multi-step modeling,0.6765,0.5646,0
calibration_case_2226,Conceptual explanation,0.6635,0.5964,0
calibration_case_2227,Procedural fluency,0.7877,0.7314,1
calibration_case_2228,Procedural fluency,0.6103,0.5687,0
calibration_case_2229,Procedural fluency,0.4945,0.4704,1
calibration_case_2230,Conceptual explanation,0.2546,0.2531,0
calibration_case_2231,Procedural fluency,0.5581,0.524,0
calibration_case_2232,Multi-step modeling,0.8403,0.7378,1
calibration_case_2233,Procedural fluency,0.5055,0.4796,1
calibration_case_2234,Procedural fluency,0.7696,0.7136,1
calibration_case_2235,Multi-step modeling,0.6531,0.5427,0
calibration_case_2236,Procedural fluency,0.7765,0.7204,1
calibration_case_2237,Conceptual explanation,0.5459,0.49370000000000003,0
calibration_case_2238,Procedural fluency,0.7903,0.7339,1
calibration_case_2239,Multi-step modeling,0.7114,0.5982,0
calibration_case_2240,Procedural fluency,0.1135,0.1386,0
calibration_case_2241,Conceptual explanation,0.2534,0.2521,0
calibration_case_2242,Procedural fluency,0.4391,0.4241,0
calibration_case_2243,Multi-step modeling,0.6559,0.5453,0
calibration_case_2244,Procedural fluency,0.4846,0.4622,0
calibration_case_2245,Procedural fluency,0.2922,0.3009,0
calibration_case_2246,Procedural fluency,0.2598,0.273,0
calibration_case_2247,Multi-step modeling,0.5972,0.4927,0
calibration_case_2248,Procedural fluency,0.4947,0.4706,1
calibration_case_2249,Conceptual explanation,0.6042,0.5437,0
calibration_case_2250,Conceptual explanation,0.8263,0.7558,1
calibration_case_2251,Conceptual explanation,0.2662,0.2627,0
calibration_case_2252,Conceptual explanation,0.3326,0.3176,0
calibration_case_2253,Procedural fluency,0.7858,0.7294,0
calibration_case_2254,Conceptual explanation,0.1868,0.1953,0
calibration_case_2255,Procedural fluency,0.2019,0.2219,0
calibration_case_2256,Procedural fluency,0.5589,0.5247,1
calibration_case_2257,Conceptual explanation,0.3463,0.3288,0
calibration_case_2258,Multi-step modeling,0.6403,0.5311,1
calibration_case_2259,Procedural fluency,0.6274,0.5836,1
calibration_case_2260,Procedural fluency,0.7824,0.7261,0
calibration_case_2261,Multi-step modeling,0.3536,0.2959,0
calibration_case_2262,Conceptual explanation,0.2375,0.2387,0
calibration_case_2263,Multi-step modeling,0.1976,0.1769,0
calibration_case_2264,Procedural fluency,0.9377,0.8982,1
calibration_case_2265,Multi-step modeling,0.318,0.2687,0
calibration_case_2266,Conceptual explanation,0.5359,0.4852,1
calibration_case_2267,Procedural fluency,0.3341,0.3364,0
calibration_case_2268,Procedural fluency,0.4531,0.4359,1
calibration_case_2269,Procedural fluency,0.8177,0.7614,1
calibration_case_2270,Multi-step modeling,0.7691,0.6572,1
calibration_case_2271,Conceptual explanation,0.6944,0.6247,0
calibration_case_2272,Procedural fluency,0.4459,0.4298,0
calibration_case_2273,Conceptual explanation,0.6323,0.5684,0
calibration_case_2274,Conceptual explanation,0.6448,0.5795,0
calibration_case_2275,Procedural fluency,0.8618,0.8081,0
calibration_case_2276,Conceptual explanation,0.6567,0.5902,1
calibration_case_2277,Multi-step modeling,0.5832,0.4805,0
calibration_case_2278,Procedural fluency,0.193,0.2138,1
calibration_case_2279,Conceptual explanation,0.5889,0.5304,1
calibration_case_2280,Multi-step modeling,0.2203,0.1944,0
calibration_case_2281,Conceptual explanation,0.4127,0.3831,1
calibration_case_2282,Multi-step modeling,0.2401,0.2096,0
calibration_case_2283,Conceptual explanation,0.2809,0.275,0
calibration_case_2284,Procedural fluency,0.5671,0.5316,0
calibration_case_2285,Procedural fluency,0.7185,0.6653,1
calibration_case_2286,Procedural fluency,0.8205,0.7643,0
calibration_case_2287,Conceptual explanation,0.5169,0.4692,0
calibration_case_2288,Procedural fluency,0.3737,0.3697,0
calibration_case_2289,Procedural fluency,0.8911,0.841,1
calibration_case_2290,Procedural fluency,0.2736,0.2849,0
calibration_case_2291,Procedural fluency,0.0474,0.0678,0
calibration_case_2292,Conceptual explanation,0.0631,0.0798,0
calibration_case_2293,Procedural fluency,0.3827,0.3771,0
calibration_case_2294,Multi-step modeling,0.2615,0.2258,1
calibration_case_2295,Procedural fluency,0.5707,0.5347,1
calibration_case_2296,Multi-step modeling,0.4203,0.3475,0
calibration_case_2297,Procedural fluency,0.8667,0.8134,0
calibration_case_2298,Conceptual explanation,0.2638,0.2607,0
calibration_case_2299,Multi-step modeling,0.8984,0.8132,1
calibration_case_2300,Multi-step modeling,0.2299,0.2017,1
calibration_case_2301,Conceptual explanation,0.8489,0.7807,1
calibration_case_2302,Multi-step modeling,0.3342,0.2811,0
calibration_case_2303,Multi-step modeling,0.7118,0.5985,1
calibration_case_2304,Procedural fluency,0.8369,0.7813,1
calibration_case_2305,Procedural fluency,0.9969,0.9913,1
calibration_case_2306,Procedural fluency,0.3962,0.3885,0
calibration_case_2307,Procedural fluency,0.8621,0.8083,1
calibration_case_2308,Conceptual explanation,0.3608,0.3407,1
calibration_case_2309,Procedural fluency,0.8412,0.7859,1
calibration_case_2310,Multi-step modeling,0.6183,0.5113,0
calibration_case_2311,Procedural fluency,0.862,0.8083,1
calibration_case_2312,Conceptual explanation,0.2955,0.287,0
calibration_case_2313,Procedural fluency,0.6337,0.5891,0
calibration_case_2314,Conceptual explanation,0.6215,0.5589,0
calibration_case_2315,Multi-step modeling,0.227,0.1995,0
calibration_case_2316,Procedural fluency,0.3034,0.3104,0
calibration_case_2317,Conceptual explanation,0.231,0.2332,0
calibration_case_2318,Procedural fluency,0.4524,0.4353,0
calibration_case_2319,Conceptual explanation,0.199,0.2059,0
calibration_case_2320,Conceptual explanation,0.3472,0.3296,0
calibration_case_2321,Multi-step modeling,0.6651,0.5538,0
calibration_case_2322,Procedural fluency,0.6725,0.6235,0
calibration_case_2323,Procedural fluency,0.5358,0.5051,1
calibration_case_2324,Procedural fluency,0.8439,0.7888,1
calibration_case_2325,Conceptual explanation,0.4634,0.4248,1
calibration_case_2326,Multi-step modeling,0.555,0.4565,1
calibration_case_2327,Procedural fluency,0.7242,0.6706,1
calibration_case_2328,Procedural fluency,0.7648,0.709,1
calibration_case_2329,Conceptual explanation,0.1792,0.1887,0
calibration_case_2330,Multi-step modeling,0.8915,0.8036,0
calibration_case_2331,Procedural fluency,0.5172,0.4895,0
calibration_case_2332,Procedural fluency,0.5872,0.5488,0
calibration_case_2333,Conceptual explanation,0.6182,0.5559,0
calibration_case_2334,Conceptual explanation,0.1089,0.125,0
calibration_case_2335,Procedural fluency,0.6713,0.6224,1
calibration_case_2336,Conceptual explanation,0.3313,0.3165,1
calibration_case_2337,Multi-step modeling,0.3603,0.3011,0
calibration_case_2338,Conceptual explanation,0.2152,0.2198,0
calibration_case_2339,Conceptual explanation,0.8362,0.7666,1
calibration_case_2340,Conceptual explanation,0.3668,0.3456,1
calibration_case_2341,Multi-step modeling,0.5195,0.4269,0
calibration_case_2342,Multi-step modeling,0.6504,0.5403,0
calibration_case_2343,Procedural fluency,0.2986,0.3063,0
calibration_case_2344,Multi-step modeling,0.1917,0.1724,1
calibration_case_2345,Multi-step modeling,0.4956,0.4074,0
calibration_case_2346,Procedural fluency,0.3599,0.3581,0
calibration_case_2347,Multi-step modeling,0.9316,0.8622,1
calibration_case_2348,Procedural fluency,0.6779,0.6283,1
calibration_case_2349,Multi-step modeling,0.5859,0.4829,1
calibration_case_2350,Procedural fluency,0.2403,0.256,0
calibration_case_2351,Conceptual explanation,0.0752,0.0922,0
calibration_case_2352,Procedural fluency,0.4811,0.4592,0
calibration_case_2353,Procedural fluency,0.4972,0.4727,0
calibration_case_2354,Conceptual explanation,0.3079,0.2972,1
calibration_case_2355,Procedural fluency,0.5443,0.5123,0
calibration_case_2356,Procedural fluency,0.8651,0.8117,0
calibration_case_2357,Conceptual explanation,0.1681,0.179,0
calibration_case_2358,Procedural fluency,0.1145,0.1396,0
calibration_case_2359,Conceptual explanation,0.539,0.4878,1
calibration_case_2360,Procedural fluency,0.8066,0.7502,1
calibration_case_2361,Conceptual explanation,0.5301,0.4804,0
calibration_case_2362,Procedural fluency,0.8458,0.7908,1
calibration_case_2363,Procedural fluency,0.7491,0.694,1
calibration_case_2364,Conceptual explanation,0.406,0.3776,0
calibration_case_2365,Procedural fluency,0.9534,0.9195,1
calibration_case_2366,Procedural fluency,0.9143,0.8686,1
calibration_case_2367,Conceptual explanation,0.5021,0.4569,1
calibration_case_2368,Conceptual explanation,0.6148,0.553,1
calibration_case_2369,Conceptual explanation,0.6772,0.6088,1
calibration_case_2370,Conceptual explanation,0.3945,0.3682,0
calibration_case_2371,Conceptual explanation,0.866,0.8002,1
calibration_case_2372,Multi-step modeling,0.1203,0.1159,1
calibration_case_2373,Multi-step modeling,0.4838,0.3979,0
